TABELA CEST 2018;;;;;;;;;;;;;
BUSCA AUTOMÁTICA:;;;;;;;;;;;;;
NCM;DESCRIÇÃO;Início de vigência;CEST;SEGMENTO;;;;;;;;;
85271;"85271 - Aparelhos de radiodifusão suscetíveis de funcionarem sem fonte externa de energia. Aparelhos de gravação de som; aparelhos de reprodução de som; aparelhos de gravação e de reprodução de som; partes e acessórios; exceto os de uso automotivo";01/07/2017;2105800;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85198190;"85198190 - Outros aparelhos de gravação de som; aparelhos de reprodução de som; aparelhos de gravação e de reprodução de som; partes e acessórios; exceto os de uso automotivo";01/07/2017;2105900;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85219010;85219010 - Gravador-reprodutor e editor de imagem e som, em discos, por meio magnético, óptico ou optomagnético, exceto de uso automotivo;01/07/2017;2106000;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85219090;85219090 - Outros aparelhos videofônicos de gravação ou reprodução, mesmo incorporando um receptor de sinais videofônicos, exceto os de uso automotivo;01/07/2017;2106100;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85235110;"85235110 - Cartões de memória (""memory cards"")";01/07/2017;2106200;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85235200;"85235200 - Cartões inteligentes (""smart cards"")";01/07/2017;2106300;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85235200;"85235200 - Cartões inteligentes (""sim cards"")";01/07/2017;2106400;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
8525802;8525802 - Câmeras fotográficas digitais e câmeras de vídeo e suas partes;01/07/2017;2106500;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85279;85279 - Outros aparelhos receptores para radiodifusão, mesmo combinados num invólucro, com um aparelho de gravação ou de reprodução de som, ou com um relógio, inclusive caixa acústica para Home Theaters classificados na posição 8518;01/07/2017;2106600;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
852869;852869 - Monitores e projetores que não incorporem aparelhos receptores de televisão, policromáticos;01/07/2017;2106700;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85284929;85284929 - Monitores e projetores que não incorporem aparelhos receptores de televisão, policromáticos;01/07/2017;2106700;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85285920;85285920 - Monitores e projetores que não incorporem aparelhos receptores de televisão, policromáticos;01/07/2017;2106700;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85286200;85286200 - Projetores capazes de serem conectados diretamente a uma máquina automática para processamento de dados da posição 84.71 e concebidos para serem utilizados com esta máquina;01/07/2017;2106701;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85285220;85285220 - Outros monitores capazes de serem conectados diretamente a uma máquina automática para processamento de dados da posição 84.71 e concebidos para serem utilizados com esta máquina, policromáticos;01/07/2017;2106800;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85287;85287 - Aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - Televisores de CRT (tubo de raios catódicos);01/07/2017;2106900;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85287;85287 - Aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - Televisores de LCD (Display de Cristal Líquido);01/07/2017;2107000;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85287;85287 - Aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - Televisores de Plasma;01/07/2017;2107100;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85287;85287 - Outros aparelhos receptores de televisão não dotados de monitores ou display de vídeo;01/07/2017;2107200;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85287;85287 - Outros aparelhos receptores de televisão não relacionados nos CEST 21.069.00, 21.070.00, 21.071.00 e 21.072.00;01/07/2017;2107300;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
900659;900659 - Câmeras fotográficas dos tipos utilizadas para preparação de clichês ou cilindros de impressão;01/07/2017;2107400;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
90064000;90064000 - Câmeras fotográficas para filmes de revelação e copiagem instantâneas;01/07/2017;2107500;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
90189050;90189050 - Aparelhos de diatermia;01/07/2017;2107600;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
90191000;90191000 - Aparelhos de massagem;01/07/2017;2107700;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
90328911;90328911 - Reguladores de voltagem eletrônicos;01/07/2017;2107800;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
95045000;95045000 - Consoles e máquinas de jogos de vídeo, exceto os classificados na subposição 9504.30;01/07/2017;2107900;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
8517621;8517621 - Multiplexadores e concentradores;01/07/2017;2108000;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85176222;85176222 - Centrais automáticas privadas, de capacidade inferior ou igual a 25 ramais;01/07/2017;2108100;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85176239;85176239 - Outros aparelhos para comutação;01/07/2017;2108200;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
8517624;8517624 - Roteadores digitais, em redes com ou sem fio;01/07/2017;2108300;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85176262;85176262 - Aparelhos emissores com receptor incorporado de sistema troncalizado (ìtrunkingî), de tecnologia celular;01/07/2017;2108400;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
8517629;8517629 - Outros aparelhos de recepção, conversão e transmissão ou regeneração de voz, imagens ou outros dados, incluindo os aparelhos de comutação e roteamento;01/07/2017;2108500;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85177021;85177021 - Antenas próprias para telefones celulares portáteis, exceto as telescópicas;01/07/2017;2108600;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
821490;821490 - Aparelhos ou máquinas de barbear, máquinas de cortar o cabelo ou de tosquiar e aparelhos de depilar, e suas partes;01/07/2017;2108700;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
8510;8510 - Aparelhos ou máquinas de barbear, máquinas de cortar o cabelo ou de tosquiar e aparelhos de depilar, e suas partes;01/07/2017;2108700;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
84145;84145 - Ventiladores, exceto os de uso agrícola;01/07/2017;2108800;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
84145990;84145990 - Ventiladores de uso agrícola;01/07/2017;2108900;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
84146000;84146000 - Coifas com dimensão horizontal máxima não superior a 120 cm;01/07/2017;2109000;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
84149020;84149020 - Partes de ventiladores ou coifas aspirantes;01/07/2017;2109100;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
84158;84158 - Máquinas e aparelhos de ar condicionado contendo um ventilador motorizado e dispositivos próprios para modificar a temperatura e a umidade, incluídos as máquinas e aparelhos em que a umidade não seja regulável separadamente;01/07/2017;2109200;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
841510;841510 - Máquinas e aparelhos de ar condicionado contendo um ventilador motorizado e dispositivos próprios para modificar a temperatura e a umidade, incluídos as máquinas e aparelhos em que a umidade não seja regulável separadamente;01/07/2017;2109200;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
84151011;84151011 - Aparelhos de ar-condicionado tipo Split System (sistema com elementos separados) com unidade externa e interna;01/07/2017;2109300;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
84151019;84151019 - Aparelhos de ar-condicionado com capacidade inferior ou igual a 30.000 frigorias/hora;01/07/2017;2109400;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
84151090;84151090 - Aparelhos de ar-condicionado com capacidade acima de 30.000 frigorias/hora;01/07/2017;2109500;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
84159010;84159010 - Unidades evaporadoras (internas) de aparelho de ar-condicionado do tipo Split System (sistema com elementos separados), com capacidade inferior ou igual a 30.000 frigorias/hora;01/07/2017;2109600;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
84159020;84159020 - Unidades condensadoras (externas) de aparelho de ar-condicionado do tipo Split System (sistema com elementos separados), com capacidade inferior ou igual a 30.000 frigorias/hora;01/07/2017;2109700;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
84212100;84212100 - Aparelhos elétricos para filtrar ou depurar água (purificadores de água refrigerados), exceto os itens classificados no CEST 21.098.01;01/07/2017;2109800;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
84212100;84212100 - Outros aparelhos elétricos para filtrar ou depurar água;01/07/2017;2109801;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
84243010;84243010 - Lavadora de alta pressão e suas partes;01/07/2017;2109900;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
84243090;84243090 - Lavadora de alta pressão e suas partes;01/07/2017;2109900;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
84249090;84249090 - Lavadora de alta pressão e suas partes;01/07/2017;2109900;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
84672100;84672100 - Furadeiras elétricas;01/07/2017;2110000;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85162;85162 - Aparelhos elétricos para aquecimento de ambientes;01/07/2017;2110100;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85163100;85163100 - Secadores de cabelo;01/07/2017;2110200;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85163200;85163200 - Outros aparelhos para arranjos do cabelo;01/07/2017;2110300;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
8527;8527 - Aparelhos receptores para radiodifusão, mesmo combinados num mesmo invólucro, com um aparelho de gravação ou de reprodução de som, ou com um relógio, exceto os classificados na posição 8527.1, 8527.2 e 8527.9 que sejam de uso automotivo;01/07/2017;2110400;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
84796000;84796000 - Climatizadores de ar;01/07/2017;2110500;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
84159090;84159090 - Outras partes para máquinas e aparelhos de ar-condicionado que contenham um ventilador motorizado e dispositivos próprios para modificar a temperatura e a umidade, incluindo as máquinas e aparelhos em que a umidade não seja regulável separadamente;01/07/2017;2110600;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85258019;85258019 - Câmeras de televisão e suas partes;01/07/2017;2110700;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
84231000;84231000 - Balanças de uso doméstico;01/07/2017;2110800;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
8540;8540 - Tubos e válvulas, eletrônicos, de cátodo quente, cátodo frio ou fotocátodo (por exemplo, tubos e válvulas, de vácuo, de vapor ou de gás, ampolas retificadoras de vapor de mercúrio, tubos catódicos, tubos e válvulas para câmeras de televisão);01/07/2017;2110900;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
8517;"8517 - Aparelhos elétricos para telefonia; outros aparelhos para transmissão ou recepção de voz, imagens ou outros dados, incluídos os aparelhos para comunicação em redes por fio ou redes sem fio (tal como uma rede local (LAN) ou uma rede de área estendida (WAN), incluídas suas partes, exceto os de uso automotivo e os classificados nos códigos 8517.62.51, 8517.62.52 e 8517.62.53";01/07/2017;2111000;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
8517;8517 - Interfones, seus acessórios, tomadas e ìplugsî;01/07/2017;2111100;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
8529;"8529 - Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8525 a 8528; exceto as de uso automotivo";01/07/2017;2111200;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
8531;"8531 - Aparelhos elétricos de sinalização acústica ou visual (por exemplo, campainhas, sirenes, quadros indicadores, aparelhos de alarme para proteção contra roubo ou incêndio); exceto os de uso automotivo e os classificados nas posições 8531.10 e 8531.80.00.";01/07/2017;2111300;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
853110;853110 - Aparelhos elétricos de alarme, para proteção contra roubo ou incêndio e aparelhos semelhantes, exceto os de uso automotivo;01/07/2017;2111400;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85318000;85318000 - Outros aparelhos de sinalização acústica ou visual, exceto os de uso automotivo;01/07/2017;2111500;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
853400;853400 - Circuitos impressos, exceto os de uso automotivo;01/07/2017;2111600;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85414022;85414022 - Diodos emissores de luz (LED), exceto diodos ìlaserî;01/07/2017;2111700;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85414021;85414021 - Diodos emissores de luz (LED), exceto diodos ìlaserî;01/07/2017;2111700;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85414011;85414011 - Diodos emissores de luz (LED), exceto diodos ìlaserî;01/07/2017;2111700;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85437092;85437092 - Eletrificadores de cercas eletrônicos;01/07/2017;2111800;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
90303;"90303 - Aparelhos e instrumentos para medida ou controle da tensão, intensidade, resistência ou da potência, sem dispositivo registrador; exceto os de uso automotivo";01/07/2017;2111900;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
903089;903089 - Analisadores lógicos de circuitos digitais, de espectro de frequência, frequencímetros, fasímetros, e outros instrumentos e aparelhos de controle de grandezas elétricas e detecção;01/07/2017;2112000;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
910700;910700 - Interruptores horários e outros aparelhos que permitam acionar um mecanismo em tempo determinado, munidos de maquinismo de aparelhos de relojoaria ou de motor síncrono;01/07/2017;2112100;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
9405;"9405 - Aparelhos de iluminação (incluídos os projetores) e suas partes, não especificados nem compreendidos em outras posições; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes, contendo uma fonte luminosa fixa permanente, e suas partes não especificadas nem compreendidas em outras posições, com exceção dos itens classificados nos CEST 21.123.00, 21.124.00 e 21.125.00";01/07/2017;2112200;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
94059;"94059 - Lustres e outros aparelhos elétricos de iluminação, próprios para serem suspensos ou fixados no teto ou na parede, exceto os dos tipos utilizados na iluminação pública; e suas partes";01/07/2017;2112300;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
940510;"940510 - Lustres e outros aparelhos elétricos de iluminação, próprios para serem suspensos ou fixados no teto ou na parede, exceto os dos tipos utilizados na iluminação pública; e suas partes";01/07/2017;2112300;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
94059;94059 - Abajures de cabeceiras, de escritório e lampadários de interior, elétricos e suas partes;01/07/2017;2112400;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
94052000;94052000 - Abajures de cabeceiras, de escritório e lampadários de interior, elétricos e suas partes;01/07/2017;2112400;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
940540;940540 - Outros aparelhos elétricos de iluminação e suas partes;01/07/2017;2112500;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
94059;94059 - Outros aparelhos elétricos de iluminação e suas partes;01/07/2017;2112500;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
85423190;85423190 - Microprocessador;01/07/2017;2112600;Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;;;;;;;;;
2309;2309 - Ração tipo ìpetî para animais domésticos;01/07/2017;2200100;Rações para animais domésticos;;;;;;;;;
210500;210500 - Sorvetes de qualquer espécie;01/07/2017;2300100;Sorvetes e preparados para fabricação de sorvetes em máquinas;;;;;;;;;
2106;2106 - Preparados para fabricação de sorvete em máquina;01/07/2017;2300200;Sorvetes e preparados para fabricação de sorvetes em máquinas;;;;;;;;;
1901;1901 - Preparados para fabricação de sorvete em máquina;01/07/2017;2300200;Sorvetes e preparados para fabricação de sorvetes em máquinas;;;;;;;;;
1806;1806 - Preparados para fabricação de sorvete em máquina;01/07/2017;2300200;Sorvetes e preparados para fabricação de sorvetes em máquinas;;;;;;;;;
321000;321000 - Tintas, vernizes;01/07/2017;2400100;Tintas e vernizes;;;;;;;;;
3209;3209 - Tintas, vernizes;01/07/2017;2400100;Tintas e vernizes;;;;;;;;;
3208;3208 - Tintas, vernizes;01/07/2017;2400100;Tintas e vernizes;;;;;;;;;
2821;2821 - Xadrez e pós assemelhados, exceto pigmentos à base de dióxido de titânio classificados no código 3206.11.19;01/07/2017;2400200;Tintas e vernizes;;;;;;;;;
32041700;32041700 - Xadrez e pós assemelhados, exceto pigmentos à base de dióxido de titânio classificados no código 3206.11.19;01/07/2017;2400200;Tintas e vernizes;;;;;;;;;
3206;3206 - Xadrez e pós assemelhados, exceto pigmentos à base de dióxido de titânio classificados no código 3206.11.19;01/07/2017;2400200;Tintas e vernizes;;;;;;;;;
3212;3212 - Corantes para aplicação em bases, tintas e vernizes;01/07/2017;2400300;Tintas e vernizes;;;;;;;;;
3206;3206 - Corantes para aplicação em bases, tintas e vernizes;01/07/2017;2400300;Tintas e vernizes;;;;;;;;;
32050000;32050000 - Corantes para aplicação em bases, tintas e vernizes;01/07/2017;2400300;Tintas e vernizes;;;;;;;;;
3204;3204 - Corantes para aplicação em bases, tintas e vernizes;01/07/2017;2400300;Tintas e vernizes;;;;;;;;;
87021000;87021000 - Veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, unicamente com motor de pistão, de ignição por compressão (diesel ou semidiesel), com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m?, mas inferior a 9 m?;01/07/2017;2500100;Veículos automotores;;;;;;;;;
87024090;87024090 - Veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, unicamente com motor elétrico para propulsão, com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m?, mas inferior a 9 m?;01/07/2017;2500200;Veículos automotores;;;;;;;;;
87032100;87032100 - Automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada não superior a 1000 cm?;01/07/2017;2500300;Veículos automotores;;;;;;;;;
87032210;87032210 - Automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1000 cm?, mas não superior a 1500 cm?, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular;01/07/2017;2500400;Veículos automotores;;;;;;;;;
87032290;87032290 - Outros automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1000 cm?, mas não superior a 1500 cm?, exceto carro celular;01/07/2017;2500500;Veículos automotores;;;;;;;;;
87032310;87032310 - Automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1500 cm?, mas não superior a 3000 cm?, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular, carro funerário e automóveis de corrida;01/07/2017;2500600;Veículos automotores;;;;;;;;;
87032390;87032390 - Outros automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1500 cm?, mas não superior a 3000 cm?, exceto carro celular, carro funerário e automóveis de corrida;01/07/2017;2500700;Veículos automotores;;;;;;;;;
87032410;87032410 - Automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 3000 cm?, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular, carro funerário e automóveis de corrida;01/07/2017;2500800;Veículos automotores;;;;;;;;;
87032490;87032490 - Outros automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 3000 cm?, exceto carro celular, carro funerário e automóveis de corrida;01/07/2017;2500900;Veículos automotores;;;;;;;;;
87033210;87033210 - Automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 1500 cm?, mas não superior a 2500 cm?, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto ambulância, carro celular e carro funerário;01/07/2017;2501000;Veículos automotores;;;;;;;;;
87033290;87033290 - Outros automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 1500 cm?, mas não superior a 2500 cm?, exceto ambulância, carro celular e carro funerário;01/07/2017;2501100;Veículos automotores;;;;;;;;;
87033310;87033310 - Automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 2500 cm?, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular e carro funerário;01/07/2017;2501200;Veículos automotores;;;;;;;;;
87033390;87033390 - Outros automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 2500 cm?, exceto carro celular e carro funerário;01/07/2017;2501300;Veículos automotores;;;;;;;;;
87042110;87042110 - Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, chassis com motor diesel ou semidiesel e cabina, exceto caminhão de peso em carga máxima superior a 3,9 toneladas;01/07/2017;2501400;Veículos automotores;;;;;;;;;
87042120;87042120 - Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor diesel ou semidiesel, com caixa basculante, exceto caminhão de peso em carga máxima superior a 3,9 toneladas;01/07/2017;2501500;Veículos automotores;;;;;;;;;
87042130;87042130 - Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, frigoríficos ou isotérmicos, com motor diesel ou semidiesel, exceto caminhão de peso em carga máxima superior a 3,9 toneladas;01/07/2017;2501600;Veículos automotores;;;;;;;;;
87042190;87042190 - Outros veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor diesel ou semidiesel, exceto carro-forte para transporte de valores e caminhão de peso em carga máxima superior a 3,9 toneladas;01/07/2017;2501700;Veículos automotores;;;;;;;;;
87043110;87043110 - Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor a explosão, chassis e cabina, exceto caminhão de peso em carga máxima superior a 3,9 toneladas;01/07/2017;2501800;Veículos automotores;;;;;;;;;
87043120;87043120 - Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor explosão com caixa basculante, exceto caminhão de peso em carga máxima superior a 3,9 toneladas;01/07/2017;2501900;Veículos automotores;;;;;;;;;
87043130;87043130 - Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, frigoríficos ou isotérmicos com motor explosão, exceto caminhão de peso em carga máxima superior a 3,9 toneladas;01/07/2017;2502000;Veículos automotores;;;;;;;;;
87043190;87043190 - Outros veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor a explosão, exceto carro-forte para transporte de valores e caminhão de peso em carga máxima superior a 3,9 toneladas;01/07/2017;2502100;Veículos automotores;;;;;;;;;
87022000;87022000 - Veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, com motor de pistão, de ignição por compressão (diesel ou semidiesel) e um motor elétrico, com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m?, mas inferior a 9 m?;01/07/2017;2502200;Veículos automotores;;;;;;;;;
87023000;87023000 - Veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, com motor de pistão alternativo, de ignição por centelha (faísca) e um motor elétrico, com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m?, mas inferior a 9 m?;01/07/2017;2502300;Veículos automotores;;;;;;;;;
87029000;87029000 - Outros veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m?, mas inferior a 9 m?;01/07/2017;2502400;Veículos automotores;;;;;;;;;
87034000;87034000 - Automóveis equipados para propulsão, simultaneamente, com um motor de pistão alternativo de ignição por centelha (faísca*) e um motor elétrico, exceto os suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica, o carro celular e o carro funerário;01/07/2017;2502500;Veículos automotores;;;;;;;;;
87035000;87035000 - Automóveis equipados para propulsão, simultaneamente, com um motor de pistão por compressão (diesel ou semidiesel) e um motor elétrico, exceto os suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica, exceto o carro celular e o carro funerário;01/07/2017;2502600;Veículos automotores;;;;;;;;;
87036000;87036000 - Automóveis equipados para propulsão, simultaneamente, com um motor de pistão alternativo de ignição por centelha (faísca*) e um motor elétrico, suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica, exceto o carro celular e o carro funerário;01/07/2017;2502700;Veículos automotores;;;;;;;;;
87037000;87037000 - Automóveis equipados para propulsão, simultaneamente, com um motor de pistão por compressão (diesel ou semidiesel) e um motor elétrico, suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica, exceto o carro celular e o carro funerário;01/07/2017;2502800;Veículos automotores;;;;;;;;;
87038000;87038000 - Outros veículos, equipados unicamente com motor elétrico para propulsão;01/07/2017;2502900;Veículos automotores;;;;;;;;;
8711;"8711 - Motocicletas (incluídos os ciclomotores) e outros ciclos equipados com motor auxiliar, mesmo com carro lateral; carros laterais";01/07/2017;2600100;Veículos de duas e três rodas motorizados;;;;;;;;;
33030010;33030010 - Perfumes (extratos);01/07/2017;2800100;Venda de mercadorias pelo sistema porta a porta;;;;;;;;;
33030020;33030020 - Águas-de-colônia;01/07/2017;2800200;Venda de mercadorias pelo sistema porta a porta;;;;;;;;;
33041000;33041000 - Produtos de maquiagem para os lábios;01/07/2017;2800300;Venda de mercadorias pelo sistema porta a porta;;;;;;;;;
33042010;33042010 - Sombra, delineador, lápis para sobrancelhas e rímel;01/07/2017;2800400;Venda de mercadorias pelo sistema porta a porta;;;;;;;;;
33042090;33042090 - Outros produtos de maquiagem para os olhos;01/07/2017;2800500;Venda de mercadorias pelo sistema porta a porta;;;;;;;;;
33043000;33043000 - Preparações para manicuros e pedicuros;01/07/2017;2800600;Venda de mercadorias pelo sistema porta a porta;;;;;;;;;
33049100;33049100 - Pós para maquiagem, incluindo os compactos;01/07/2017;2800700;Venda de mercadorias pelo sistema porta a porta;;;;;;;;;
33049910;33049910 - Cremes de beleza, cremes nutritivos e loções tônicas;01/07/2017;2800800;Venda de mercadorias pelo sistema porta a porta;;;;;;;;;
