TABELA CEST 2018;;;;
BUSCA AUTOMµTICA:;;;;
NCM;DESCRI€ÇO;In¡cio de vigˆncia;CEST;SEGMENTO
85219010;85219010 - Gravador-reprodutor e editor de imagem e som, em discos, por meio magn‚tico, ¢ptico ou optomagn‚tico, exceto de uso automotivo;01/07/2017;2106000;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
85219090;85219090 - Outros aparelhos videof“nicos de grava‡Æo ou reprodu‡Æo, mesmo incorporando um receptor de sinais videof“nicos, exceto os de uso automotivo;01/07/2017;2106100;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
85235110;"85235110 - Cartäes de mem¢ria (""memory cards"")";01/07/2017;2106200;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
85235200;"85235200 - Cartäes inteligentes (""smart cards"")";01/07/2017;2106300;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
85235200;"85235200 - Cartäes inteligentes (""sim cards"")";01/07/2017;2106400;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
8525802;8525802 - Cƒmeras fotogr ficas digitais e cƒmeras de v¡deo e suas partes;01/07/2017;2106500;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
85279;85279 - Outros aparelhos receptores para radiodifusÆo, mesmo combinados num inv¢lucro, com um aparelho de grava‡Æo ou de reprodu‡Æo de som, ou com um rel¢gio, inclusive caixa ac£stica para Home Theaters classificados na posi‡Æo 8518;01/07/2017;2106600;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
852869;852869 - Monitores e projetores que nÆo incorporem aparelhos receptores de televisÆo, policrom ticos;01/07/2017;2106700;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
85284929;85284929 - Monitores e projetores que nÆo incorporem aparelhos receptores de televisÆo, policrom ticos;01/07/2017;2106700;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
85285920;85285920 - Monitores e projetores que nÆo incorporem aparelhos receptores de televisÆo, policrom ticos;01/07/2017;2106700;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
85286200;85286200 - Projetores capazes de serem conectados diretamente a uma m quina autom tica para processamento de dados da posi‡Æo 84.71 e concebidos para serem utilizados com esta m quina;01/07/2017;2106701;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
85285220;85285220 - Outros monitores capazes de serem conectados diretamente a uma m quina autom tica para processamento de dados da posi‡Æo 84.71 e concebidos para serem utilizados com esta m quina, policrom ticos;01/07/2017;2106800;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
85287;85287 - Aparelhos receptores de televisÆo, mesmo que incorporem um aparelho receptor de radiodifusÆo ou um aparelho de grava‡Æo ou reprodu‡Æo de som ou de imagens - Televisores de CRT (tubo de raios cat¢dicos);01/07/2017;2106900;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
85287;85287 - Aparelhos receptores de televisÆo, mesmo que incorporem um aparelho receptor de radiodifusÆo ou um aparelho de grava‡Æo ou reprodu‡Æo de som ou de imagens - Televisores de LCD (Display de Cristal L¡quido);01/07/2017;2107000;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
85287;85287 - Aparelhos receptores de televisÆo, mesmo que incorporem um aparelho receptor de radiodifusÆo ou um aparelho de grava‡Æo ou reprodu‡Æo de som ou de imagens - Televisores de Plasma;01/07/2017;2107100;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
85287;85287 - Outros aparelhos receptores de televisÆo nÆo dotados de monitores ou display de v¡deo;01/07/2017;2107200;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
85287;85287 - Outros aparelhos receptores de televisÆo nÆo relacionados nos CEST 21.069.00, 21.070.00, 21.071.00 e 21.072.00;01/07/2017;2107300;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
900659;900659 - Cƒmeras fotogr ficas dos tipos utilizadas para prepara‡Æo de clichˆs ou cilindros de impressÆo;01/07/2017;2107400;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
90064000;90064000 - Cƒmeras fotogr ficas para filmes de revela‡Æo e copiagem instantƒneas;01/07/2017;2107500;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
90189050;90189050 - Aparelhos de diatermia;01/07/2017;2107600;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
90191000;90191000 - Aparelhos de massagem;01/07/2017;2107700;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
90328911;90328911 - Reguladores de voltagem eletr“nicos;01/07/2017;2107800;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
95045000;95045000 - Consoles e m quinas de jogos de v¡deo, exceto os classificados na subposi‡Æo 9504.30;01/07/2017;2107900;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
8517621;8517621 - Multiplexadores e concentradores;01/07/2017;2108000;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
85176222;85176222 - Centrais autom ticas privadas, de capacidade inferior ou igual a 25 ramais;01/07/2017;2108100;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
85176239;85176239 - Outros aparelhos para comuta‡Æo;01/07/2017;2108200;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
8517624;8517624 - Roteadores digitais, em redes com ou sem fio;01/07/2017;2108300;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
85176262;85176262 - Aparelhos emissores com receptor incorporado de sistema troncalizado (“trunking”), de tecnologia celular;01/07/2017;2108400;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
8517629;8517629 - Outros aparelhos de recep‡Æo, conversÆo e transmissÆo ou regenera‡Æo de voz, imagens ou outros dados, incluindo os aparelhos de comuta‡Æo e roteamento;01/07/2017;2108500;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
85177021;85177021 - Antenas pr¢prias para telefones celulares port teis, exceto as telesc¢picas;01/07/2017;2108600;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
821490;821490 - Aparelhos ou m quinas de barbear, m quinas de cortar o cabelo ou de tosquiar e aparelhos de depilar, e suas partes;01/07/2017;2108700;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
8510;8510 - Aparelhos ou m quinas de barbear, m quinas de cortar o cabelo ou de tosquiar e aparelhos de depilar, e suas partes;01/07/2017;2108700;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
84145;84145 - Ventiladores, exceto os de uso agr¡cola;01/07/2017;2108800;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
84145990;84145990 - Ventiladores de uso agr¡cola;01/07/2017;2108900;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
84146000;84146000 - Coifas com dimensÆo horizontal m xima nÆo superior a 120 cm;01/07/2017;2109000;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
84149020;84149020 - Partes de ventiladores ou coifas aspirantes;01/07/2017;2109100;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
84158;84158 - M quinas e aparelhos de ar condicionado contendo um ventilador motorizado e dispositivos pr¢prios para modificar a temperatura e a umidade, inclu¡dos as m quinas e aparelhos em que a umidade nÆo seja regul vel separadamente;01/07/2017;2109200;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
841510;841510 - M quinas e aparelhos de ar condicionado contendo um ventilador motorizado e dispositivos pr¢prios para modificar a temperatura e a umidade, inclu¡dos as m quinas e aparelhos em que a umidade nÆo seja regul vel separadamente;01/07/2017;2109200;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
84151011;84151011 - Aparelhos de ar-condicionado tipo Split System (sistema com elementos separados) com unidade externa e interna;01/07/2017;2109300;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
84151019;84151019 - Aparelhos de ar-condicionado com capacidade inferior ou igual a 30.000 frigorias/hora;01/07/2017;2109400;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
84151090;84151090 - Aparelhos de ar-condicionado com capacidade acima de 30.000 frigorias/hora;01/07/2017;2109500;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
84159010;84159010 - Unidades evaporadoras (internas) de aparelho de ar-condicionado do tipo Split System (sistema com elementos separados), com capacidade inferior ou igual a 30.000 frigorias/hora;01/07/2017;2109600;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
84159020;84159020 - Unidades condensadoras (externas) de aparelho de ar-condicionado do tipo Split System (sistema com elementos separados), com capacidade inferior ou igual a 30.000 frigorias/hora;01/07/2017;2109700;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
84212100;84212100 - Aparelhos el‚tricos para filtrar ou depurar  gua (purificadores de  gua refrigerados), exceto os itens classificados no CEST 21.098.01;01/07/2017;2109800;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
84212100;84212100 - Outros aparelhos el‚tricos para filtrar ou depurar  gua;01/07/2017;2109801;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
84243010;84243010 - Lavadora de alta pressÆo e suas partes;01/07/2017;2109900;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
84243090;84243090 - Lavadora de alta pressÆo e suas partes;01/07/2017;2109900;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
84249090;84249090 - Lavadora de alta pressÆo e suas partes;01/07/2017;2109900;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
84672100;84672100 - Furadeiras el‚tricas;01/07/2017;2110000;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
85162;85162 - Aparelhos el‚tricos para aquecimento de ambientes;01/07/2017;2110100;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
85163100;85163100 - Secadores de cabelo;01/07/2017;2110200;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
85163200;85163200 - Outros aparelhos para arranjos do cabelo;01/07/2017;2110300;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
8527;8527 - Aparelhos receptores para radiodifusÆo, mesmo combinados num mesmo inv¢lucro, com um aparelho de grava‡Æo ou de reprodu‡Æo de som, ou com um rel¢gio, exceto os classificados na posi‡Æo 8527.1, 8527.2 e 8527.9 que sejam de uso automotivo;01/07/2017;2110400;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
84796000;84796000 - Climatizadores de ar;01/07/2017;2110500;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
84159090;84159090 - Outras partes para m quinas e aparelhos de ar-condicionado que contenham um ventilador motorizado e dispositivos pr¢prios para modificar a temperatura e a umidade, incluindo as m quinas e aparelhos em que a umidade nÆo seja regul vel separadamente;01/07/2017;2110600;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
85258019;85258019 - Cƒmeras de televisÆo e suas partes;01/07/2017;2110700;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
84231000;84231000 - Balan‡as de uso dom‚stico;01/07/2017;2110800;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
8540;8540 - Tubos e v lvulas, eletr“nicos, de c todo quente, c todo frio ou fotoc todo (por exemplo, tubos e v lvulas, de v cuo, de vapor ou de g s, ampolas retificadoras de vapor de merc£rio, tubos cat¢dicos, tubos e v lvulas para cƒmeras de televisÆo);01/07/2017;2110900;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
8517;"8517 - Aparelhos el‚tricos para telefonia; outros aparelhos para transmissÆo ou recep‡Æo de voz, imagens ou outros dados, inclu¡dos os aparelhos para comunica‡Æo em redes por fio ou redes sem fio (tal como uma rede local (LAN) ou uma rede de  rea estendida (WAN), inclu¡das suas partes, exceto os de uso automotivo e os classificados nos c¢digos 8517.62.51, 8517.62.52 e 8517.62.53";01/07/2017;2111000;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
8517;8517 - Interfones, seus acess¢rios, tomadas e “plugs”;01/07/2017;2111100;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
8529;"8529 - Partes reconhec¡veis como exclusiva ou principalmente destinadas aos aparelhos das posi‡äes 8525 a 8528; exceto as de uso automotivo";01/07/2017;2111200;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
8531;"8531 - Aparelhos el‚tricos de sinaliza‡Æo ac£stica ou visual (por exemplo, campainhas, sirenes, quadros indicadores, aparelhos de alarme para prote‡Æo contra roubo ou incˆndio); exceto os de uso automotivo e os classificados nas posi‡äes 8531.10 e 8531.80.00.";01/07/2017;2111300;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
853110;853110 - Aparelhos el‚tricos de alarme, para prote‡Æo contra roubo ou incˆndio e aparelhos semelhantes, exceto os de uso automotivo;01/07/2017;2111400;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
85318000;85318000 - Outros aparelhos de sinaliza‡Æo ac£stica ou visual, exceto os de uso automotivo;01/07/2017;2111500;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
853400;853400 - Circuitos impressos, exceto os de uso automotivo;01/07/2017;2111600;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
85414022;85414022 - Diodos emissores de luz (LED), exceto diodos “laser”;01/07/2017;2111700;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
85414021;85414021 - Diodos emissores de luz (LED), exceto diodos “laser”;01/07/2017;2111700;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
85414011;85414011 - Diodos emissores de luz (LED), exceto diodos “laser”;01/07/2017;2111700;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
85437092;85437092 - Eletrificadores de cercas eletr“nicos;01/07/2017;2111800;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
90303;"90303 - Aparelhos e instrumentos para medida ou controle da tensÆo, intensidade, resistˆncia ou da potˆncia, sem dispositivo registrador; exceto os de uso automotivo";01/07/2017;2111900;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
903089;903089 - Analisadores l¢gicos de circuitos digitais, de espectro de frequˆncia, frequenc¡metros, fas¡metros, e outros instrumentos e aparelhos de controle de grandezas el‚tricas e detec‡Æo;01/07/2017;2112000;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
910700;910700 - Interruptores hor rios e outros aparelhos que permitam acionar um mecanismo em tempo determinado, munidos de maquinismo de aparelhos de relojoaria ou de motor s¡ncrono;01/07/2017;2112100;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
9405;"9405 - Aparelhos de ilumina‡Æo (inclu¡dos os projetores) e suas partes, nÆo especificados nem compreendidos em outras posi‡äes; an£ncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes, contendo uma fonte luminosa fixa permanente, e suas partes nÆo especificadas nem compreendidas em outras posi‡äes, com exce‡Æo dos itens classificados nos CEST 21.123.00, 21.124.00 e 21.125.00";01/07/2017;2112200;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
94059;"94059 - Lustres e outros aparelhos el‚tricos de ilumina‡Æo, pr¢prios para serem suspensos ou fixados no teto ou na parede, exceto os dos tipos utilizados na ilumina‡Æo p£blica; e suas partes";01/07/2017;2112300;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
940510;"940510 - Lustres e outros aparelhos el‚tricos de ilumina‡Æo, pr¢prios para serem suspensos ou fixados no teto ou na parede, exceto os dos tipos utilizados na ilumina‡Æo p£blica; e suas partes";01/07/2017;2112300;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
94059;94059 - Abajures de cabeceiras, de escrit¢rio e lampad rios de interior, el‚tricos e suas partes;01/07/2017;2112400;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
94052000;94052000 - Abajures de cabeceiras, de escrit¢rio e lampad rios de interior, el‚tricos e suas partes;01/07/2017;2112400;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
940540;940540 - Outros aparelhos el‚tricos de ilumina‡Æo e suas partes;01/07/2017;2112500;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
94059;94059 - Outros aparelhos el‚tricos de ilumina‡Æo e suas partes;01/07/2017;2112500;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
85423190;85423190 - Microprocessador;01/07/2017;2112600;Produtos eletr“nicos, eletroeletr“nicos e eletrodom‚sticos
2309;2309 - Ra‡Æo tipo “pet” para animais dom‚sticos;01/07/2017;2200100;Ra‡äes para animais dom‚sticos
210500;210500 - Sorvetes de qualquer esp‚cie;01/07/2017;2300100;Sorvetes e preparados para fabrica‡Æo de sorvetes em m quinas
2106;2106 - Preparados para fabrica‡Æo de sorvete em m quina;01/07/2017;2300200;Sorvetes e preparados para fabrica‡Æo de sorvetes em m quinas
1901;1901 - Preparados para fabrica‡Æo de sorvete em m quina;01/07/2017;2300200;Sorvetes e preparados para fabrica‡Æo de sorvetes em m quinas
1806;1806 - Preparados para fabrica‡Æo de sorvete em m quina;01/07/2017;2300200;Sorvetes e preparados para fabrica‡Æo de sorvetes em m quinas
321000;321000 - Tintas, vernizes;01/07/2017;2400100;Tintas e vernizes
3209;3209 - Tintas, vernizes;01/07/2017;2400100;Tintas e vernizes
3208;3208 - Tintas, vernizes;01/07/2017;2400100;Tintas e vernizes
2821;2821 - Xadrez e p¢s assemelhados, exceto pigmentos … base de di¢xido de titƒnio classificados no c¢digo 3206.11.19;01/07/2017;2400200;Tintas e vernizes
32041700;32041700 - Xadrez e p¢s assemelhados, exceto pigmentos … base de di¢xido de titƒnio classificados no c¢digo 3206.11.19;01/07/2017;2400200;Tintas e vernizes
3206;3206 - Xadrez e p¢s assemelhados, exceto pigmentos … base de di¢xido de titƒnio classificados no c¢digo 3206.11.19;01/07/2017;2400200;Tintas e vernizes
3212;3212 - Corantes para aplica‡Æo em bases, tintas e vernizes;01/07/2017;2400300;Tintas e vernizes
3206;3206 - Corantes para aplica‡Æo em bases, tintas e vernizes;01/07/2017;2400300;Tintas e vernizes
32050000;32050000 - Corantes para aplica‡Æo em bases, tintas e vernizes;01/07/2017;2400300;Tintas e vernizes
3204;3204 - Corantes para aplica‡Æo em bases, tintas e vernizes;01/07/2017;2400300;Tintas e vernizes
87021000;87021000 - Ve¡culos autom¢veis para transporte de 10 pessoas ou mais, incluindo o motorista, unicamente com motor de pistÆo, de igni‡Æo por compressÆo (diesel ou semidiesel), com volume interno de habit culo, destinado a passageiros e motorista, superior a 6 mü, mas inferior a 9 mü;01/07/2017;2500100;Ve¡culos automotores
87024090;87024090 - Ve¡culos autom¢veis para transporte de 10 pessoas ou mais, incluindo o motorista, unicamente com motor el‚trico para propulsÆo, com volume interno de habit culo, destinado a passageiros e motorista, superior a 6 mü, mas inferior a 9 mü;01/07/2017;2500200;Ve¡culos automotores
87032100;87032100 - Autom¢veis unicamente com motor de pistÆo alternativo de igni‡Æo por centelha (fa¡sca*), de cilindrada nÆo superior a 1000 cmü;01/07/2017;2500300;Ve¡culos automotores
87032210;87032210 - Autom¢veis unicamente com motor de pistÆo alternativo de igni‡Æo por centelha (fa¡sca*), de cilindrada superior a 1000 cmü, mas nÆo superior a 1500 cmü, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, inclu¡do o condutor, exceto carro celular;01/07/2017;2500400;Ve¡culos automotores
87032290;87032290 - Outros autom¢veis unicamente com motor de pistÆo alternativo de igni‡Æo por centelha (fa¡sca*), de cilindrada superior a 1000 cmü, mas nÆo superior a 1500 cmü, exceto carro celular;01/07/2017;2500500;Ve¡culos automotores
87032310;87032310 - Autom¢veis unicamente com motor de pistÆo alternativo de igni‡Æo por centelha (fa¡sca*), de cilindrada superior a 1500 cmü, mas nÆo superior a 3000 cmü, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, inclu¡do o condutor, exceto carro celular, carro funer rio e autom¢veis de corrida;01/07/2017;2500600;Ve¡culos automotores
87032390;87032390 - Outros autom¢veis unicamente com motor de pistÆo alternativo de igni‡Æo por centelha (fa¡sca*), de cilindrada superior a 1500 cmü, mas nÆo superior a 3000 cmü, exceto carro celular, carro funer rio e autom¢veis de corrida;01/07/2017;2500700;Ve¡culos automotores
87032410;87032410 - Autom¢veis unicamente com motor de pistÆo alternativo de igni‡Æo por centelha (fa¡sca*), de cilindrada superior a 3000 cmü, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, inclu¡do o condutor, exceto carro celular, carro funer rio e autom¢veis de corrida;01/07/2017;2500800;Ve¡culos automotores
87032490;87032490 - Outros autom¢veis unicamente com motor de pistÆo alternativo de igni‡Æo por centelha (fa¡sca*), de cilindrada superior a 3000 cmü, exceto carro celular, carro funer rio e autom¢veis de corrida;01/07/2017;2500900;Ve¡culos automotores
87033210;87033210 - Autom¢veis unicamente com motor diesel ou semidiesel, de cilindrada superior a 1500 cmü, mas nÆo superior a 2500 cmü, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, inclu¡do o condutor, exceto ambulƒncia, carro celular e carro funer rio;01/07/2017;2501000;Ve¡culos automotores
87033290;87033290 - Outros autom¢veis unicamente com motor diesel ou semidiesel, de cilindrada superior a 1500 cmü, mas nÆo superior a 2500 cmü, exceto ambulƒncia, carro celular e carro funer rio;01/07/2017;2501100;Ve¡culos automotores
87033310;87033310 - Autom¢veis unicamente com motor diesel ou semidiesel, de cilindrada superior a 2500 cmü, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, inclu¡do o condutor, exceto carro celular e carro funer rio;01/07/2017;2501200;Ve¡culos automotores
87033390;87033390 - Outros autom¢veis unicamente com motor diesel ou semidiesel, de cilindrada superior a 2500 cmü, exceto carro celular e carro funer rio;01/07/2017;2501300;Ve¡culos automotores
87042110;87042110 - Ve¡culos autom¢veis para transporte de mercadorias, de peso em carga m xima nÆo superior a 5 toneladas, chassis com motor diesel ou semidiesel e cabina, exceto caminhÆo de peso em carga m xima superior a 3,9 toneladas;01/07/2017;2501400;Ve¡culos automotores
87042120;87042120 - Ve¡culos autom¢veis para transporte de mercadorias, de peso em carga m xima nÆo superior a 5 toneladas, com motor diesel ou semidiesel, com caixa basculante, exceto caminhÆo de peso em carga m xima superior a 3,9 toneladas;01/07/2017;2501500;Ve¡culos automotores
87042130;87042130 - Ve¡culos autom¢veis para transporte de mercadorias, de peso em carga m xima nÆo superior a 5 toneladas, frigor¡ficos ou isot‚rmicos, com motor diesel ou semidiesel, exceto caminhÆo de peso em carga m xima superior a 3,9 toneladas;01/07/2017;2501600;Ve¡culos automotores
87042190;87042190 - Outros ve¡culos autom¢veis para transporte de mercadorias, de peso em carga m xima nÆo superior a 5 toneladas, com motor diesel ou semidiesel, exceto carro-forte para transporte de valores e caminhÆo de peso em carga m xima superior a 3,9 toneladas;01/07/2017;2501700;Ve¡culos automotores
87043110;87043110 - Ve¡culos autom¢veis para transporte de mercadorias, de peso em carga m xima nÆo superior a 5 toneladas, com motor a explosÆo, chassis e cabina, exceto caminhÆo de peso em carga m xima superior a 3,9 toneladas;01/07/2017;2501800;Ve¡culos automotores
87043120;87043120 - Ve¡culos autom¢veis para transporte de mercadorias, de peso em carga m xima nÆo superior a 5 toneladas, com motor explosÆo com caixa basculante, exceto caminhÆo de peso em carga m xima superior a 3,9 toneladas;01/07/2017;2501900;Ve¡culos automotores
87043130;87043130 - Ve¡culos autom¢veis para transporte de mercadorias, de peso em carga m xima nÆo superior a 5 toneladas, frigor¡ficos ou isot‚rmicos com motor explosÆo, exceto caminhÆo de peso em carga m xima superior a 3,9 toneladas;01/07/2017;2502000;Ve¡culos automotores
87043190;87043190 - Outros ve¡culos autom¢veis para transporte de mercadorias, de peso em carga m xima nÆo superior a 5 toneladas, com motor a explosÆo, exceto carro-forte para transporte de valores e caminhÆo de peso em carga m xima superior a 3,9 toneladas;01/07/2017;2502100;Ve¡culos automotores
87022000;87022000 - Ve¡culos autom¢veis para transporte de 10 pessoas ou mais, incluindo o motorista, com motor de pistÆo, de igni‡Æo por compressÆo (diesel ou semidiesel) e um motor el‚trico, com volume interno de habit culo, destinado a passageiros e motorista, superior a 6 mü, mas inferior a 9 mü;01/07/2017;2502200;Ve¡culos automotores
87023000;87023000 - Ve¡culos autom¢veis para transporte de 10 pessoas ou mais, incluindo o motorista, com motor de pistÆo alternativo, de igni‡Æo por centelha (fa¡sca) e um motor el‚trico, com volume interno de habit culo, destinado a passageiros e motorista, superior a 6 mü, mas inferior a 9 mü;01/07/2017;2502300;Ve¡culos automotores
87029000;87029000 - Outros ve¡culos autom¢veis para transporte de 10 pessoas ou mais, incluindo o motorista, com volume interno de habit culo, destinado a passageiros e motorista, superior a 6 mü, mas inferior a 9 mü;01/07/2017;2502400;Ve¡culos automotores
87034000;87034000 - Autom¢veis equipados para propulsÆo, simultaneamente, com um motor de pistÆo alternativo de igni‡Æo por centelha (fa¡sca*) e um motor el‚trico, exceto os suscet¡veis de serem carregados por conexÆo a uma fonte externa de energia el‚trica, o carro celular e o carro funer rio;01/07/2017;2502500;Ve¡culos automotores
87035000;87035000 - Autom¢veis equipados para propulsÆo, simultaneamente, com um motor de pistÆo por compressÆo (diesel ou semidiesel) e um motor el‚trico, exceto os suscet¡veis de serem carregados por conexÆo a uma fonte externa de energia el‚trica, exceto o carro celular e o carro funer rio;01/07/2017;2502600;Ve¡culos automotores
87036000;87036000 - Autom¢veis equipados para propulsÆo, simultaneamente, com um motor de pistÆo alternativo de igni‡Æo por centelha (fa¡sca*) e um motor el‚trico, suscet¡veis de serem carregados por conexÆo a uma fonte externa de energia el‚trica, exceto o carro celular e o carro funer rio;01/07/2017;2502700;Ve¡culos automotores
87037000;87037000 - Autom¢veis equipados para propulsÆo, simultaneamente, com um motor de pistÆo por compressÆo (diesel ou semidiesel) e um motor el‚trico, suscet¡veis de serem carregados por conexÆo a uma fonte externa de energia el‚trica, exceto o carro celular e o carro funer rio;01/07/2017;2502800;Ve¡culos automotores
87038000;87038000 - Outros ve¡culos, equipados unicamente com motor el‚trico para propulsÆo;01/07/2017;2502900;Ve¡culos automotores
8711;"8711 - Motocicletas (inclu¡dos os ciclomotores) e outros ciclos equipados com motor auxiliar, mesmo com carro lateral; carros laterais";01/07/2017;2600100;Ve¡culos de duas e trˆs rodas motorizados
33030010;33030010 - Perfumes (extratos);01/07/2017;2800100;Venda de mercadorias pelo sistema porta a porta
33030020;33030020 - µguas-de-col“nia;01/07/2017;2800200;Venda de mercadorias pelo sistema porta a porta
33041000;33041000 - Produtos de maquiagem para os l bios;01/07/2017;2800300;Venda de mercadorias pelo sistema porta a porta
33042010;33042010 - Sombra, delineador, l pis para sobrancelhas e r¡mel;01/07/2017;2800400;Venda de mercadorias pelo sistema porta a porta
33042090;33042090 - Outros produtos de maquiagem para os olhos;01/07/2017;2800500;Venda de mercadorias pelo sistema porta a porta
33043000;33043000 - Prepara‡äes para manicuros e pedicuros;01/07/2017;2800600;Venda de mercadorias pelo sistema porta a porta
33049100;33049100 - P¢s para maquiagem, incluindo os compactos;01/07/2017;2800700;Venda de mercadorias pelo sistema porta a porta
33049910;33049910 - Cremes de beleza, cremes nutritivos e lo‡äes t“nicas;01/07/2017;2800800;Venda de mercadorias pelo sistema porta a porta
33049990;33049990 - Outros produtos de beleza ou de maquiagem preparados e prepara‡äes para conserva‡Æo ou cuidados da pele, exceto as prepara‡äes antissolares e os bronzeadores;01/07/2017;2800900;Venda de mercadorias pelo sistema porta a porta
33049990;33049990 - Prepara‡äes antissolares e os bronzeadores;01/07/2017;2801000;Venda de mercadorias pelo sistema porta a porta
